Date,Open,High,Low,Close,Volume
2023-12-20,255.12,255.25,252.25,253.75,60797528
2023-12-21,260.44,261.91,260.38,261.14,61613052
2023-12-22,254.51,260.21,250.97,255.59,63742349
2023-12-25,248.04,252.66,245.45,249.06,99390347
2023-12-26,247.87,253.78,246.75,250.26,121272716
2023-12-27,255.83,257.47,252.89,255.18,68135978
2023-12-28,260.52,265.43,260.81,263.12,115315790
2023-12-29,259.42,264.4,257.92,261.16,84257818
2024-01-01,263.45,268.79,264.08,266.44,76307797
2024-01-02,266.34,270.89,262.04,266.47,73695058
2024-01-03,265.63,269.07,262.63,265.85,108108352
2024-01-04,269.81,272.97,267.61,270.29,91352035
2024-01-05,272.14,276.69,270.67,273.68,199301671
2024-01-08,264.45,266.92,265.35,266.13,57031262
2024-01-09,274.11,275.05,271.79,273.42,98664985
2024-01-10,279.6,281.46,279.4,280.43,64897495
2024-01-11,277.97,278.67,276.33,277.5,56643353
2024-01-12,278.36,283.7,275.69,279.7,79849418
2024-01-15,282.68,285.6,279.21,282.41,84726670
2024-01-16,285.96,287.55,280.37,283.96,257690399
2024-01-17,282.26,282.07,280.68,281.37,74502383
2024-01-18,277.58,278.33,278.07,278.2,51030217
2024-01-19,278.68,282.89,273.69,278.29,89451245
2024-01-22,284.02,285.97,282.81,284.39,34974996
2024-01-23,287.41,289.18,285.62,287.4,77300987
2024-01-24,285.21,285.9,285.52,285.71,80712992
2024-01-25,289.65,293.43,286.39,289.91,110203603
2024-01-26,275.59,276.27,274.28,275.28,118384563
2024-01-29,279.68,282.9,279.47,281.19,65566283
2024-01-30,271.11,275.61,269.61,272.61,75508394
2024-01-31,269.02,271.12,270.98,271.05,59029723
2024-02-01,263.51,266.3,265.3,265.8,51073430
2024-02-02,258.11,260.45,259.19,259.82,90780758
2024-02-05,265.69,266.52,264.4,265.46,48185359
2024-02-06,262.16,263.81,263.06,263.44,67940932
2024-02-07,266.02,267.66,262.92,265.29,53861711
2024-02-08,265.33,266.53,264.03,265.28,99919285
2024-02-09,264.92,272.41,263.12,267.77,164854205
2024-02-12,269.3,273.42,263.28,268.35,47648647
2024-02-13,263.52,266.28,258.45,262.37,38217061
2024-02-14,265.85,271.01,263.55,267.28,76289452
2024-02-15,265.72,267.1,263.15,265.12,80702419
2024-02-16,256.71,259.31,256.5,257.91,87527511
2024-02-19,256.26,256.85,255.4,256.12,67085051
2024-02-20,261.45,264.09,262.41,263.25,74012479
2024-02-21,264.9,268.17,266.81,267.49,92897209
2024-02-22,265.47,268.28,263.77,266.02,121590859
2024-02-23,264.39,266.54,262.59,264.56,36688741
2024-02-26,262.68,265.85,260.64,263.24,69193966
2024-02-27,271.55,275.75,270.84,273.29,87357855
2024-02-28,274.8,275.59,275.19,275.39,55550860
2024-02-29,278.15,279.89,275.6,277.74,160285611
2024-03-01,283.05,285.2,281.03,283.12,62198164
2024-03-04,284.84,289.13,279.99,284.56,78883522
2024-03-05,282.44,285.24,281.69,283.46,100172958
2024-03-06,284.48,283.42,281.96,282.69,63305709
2024-03-07,280.75,284.07,281.02,282.55,38315718
2024-03-08,283.33,284.03,281.14,282.58,67560779
2024-03-11,288.34,286.75,286.28,286.51,121057503
2024-03-12,287.75,289.31,284.71,287.01,70086583
2024-03-13,290.71,292.54,289.51,291.02,57163507
2024-03-14,290.0,294.72,286.95,290.83,116135582
2024-03-15,293.11,294.21,288.74,291.48,70258372
2024-03-18,279.07,283.92,278.53,281.23,65393647
2024-03-19,284.59,288.45,283.73,286.09,85137864
2024-03-20,287.49,288.22,287.99,288.1,109157252
2024-03-21,295.47,295.68,291.34,293.51,207924462
2024-03-22,279.01,279.07,277.81,278.44,111651664
2024-03-25,287.62,292.48,285.78,289.13,127539411
2024-03-26,288.15,296.01,281.27,288.64,65503459
2024-03-27,293.65,297.13,292.13,294.63,53204458
2024-03-28,288.24,293.66,285.03,289.35,82221924
2024-03-29,294.32,293.73,291.81,292.77,83709913
2024-04-01,285.32,289.69,285.21,287.45,52095800
2024-04-02,286.93,285.16,283.75,284.46,74766627
2024-04-03,295.8,299.11,289.86,294.48,94086679
2024-04-04,295.44,297.95,289.46,293.71,92633125
2024-04-05,294.36,297.3,292.88,295.09,98121311
2024-04-08,299.71,301.91,297.99,299.95,90095960
2024-04-09,300.52,308.49,297.24,302.87,65476151
2024-04-10,303.07,310.47,297.39,303.93,65295896
2024-04-11,306.98,308.7,303.63,306.17,49645556
2024-04-12,321.9,321.56,317.76,319.66,163759593
2024-04-15,317.67,322.55,316.62,319.58,80629903
2024-04-16,320.36,322.34,319.65,321.0,73299091
2024-04-17,327.06,327.48,327.16,327.32,55311044
2024-04-18,331.58,334.19,334.01,334.1,259498936
2024-04-19,342.59,348.58,334.42,341.5,52203953
2024-04-22,344.35,345.76,345.65,345.7,67555553
2024-04-23,338.51,341.39,336.34,338.87,94710434
2024-04-24,348.25,350.96,347.24,349.1,101959393
2024-04-25,340.72,347.51,336.84,342.18,117643899
2024-04-26,344.3,348.99,339.64,344.32,165262124
2024-04-29,339.52,342.9,336.93,339.92,98194725
2024-04-30,339.11,340.82,338.77,339.8,52566399
2024-05-01,340.73,343.11,341.04,342.08,72364177
2024-05-02,344.92,347.27,341.39,344.33,90705898
2024-05-03,350.32,348.5,345.95,347.22,183420229
2024-05-06,357.85,359.79,355.38,357.58,45849635
2024-05-07,362.73,364.56,357.02,360.79,129738390
2024-05-08,356.79,360.78,358.21,359.49,86181470
2024-05-09,366.33,368.44,363.6,366.02,112125822
2024-05-10,371.93,378.53,369.76,374.15,76991232
2024-05-13,363.26,369.44,362.92,366.18,57255081
2024-05-14,368.93,382.21,358.61,370.41,108292787
2024-05-15,377.8,380.43,370.34,375.38,104194761
2024-05-16,375.59,379.12,368.22,373.67,118310464
2024-05-17,383.73,388.7,377.75,383.22,79771602
2024-05-20,379.33,384.49,380.5,382.5,63089896
2024-05-21,383.26,385.93,381.4,383.67,42990305
2024-05-22,383.4,385.05,380.51,382.78,111301056
2024-05-23,383.55,384.25,382.14,383.19,95015993
2024-05-24,372.19,376.45,375.43,375.94,54498674
2024-05-27,364.73,367.79,365.19,366.49,64654646
2024-05-28,377.17,377.65,376.95,377.3,66538845
2024-05-29,372.93,380.77,362.94,371.85,44313779
2024-05-30,361.18,366.42,364.61,365.52,57824726
2024-05-31,351.33,354.87,348.41,351.64,50955734
2024-06-03,348.15,348.54,347.22,347.88,67999328
2024-06-04,341.43,350.83,328.91,339.87,59680804
2024-06-05,351.5,351.58,348.8,350.19,41833082
2024-06-06,357.96,358.04,355.63,356.83,180102392
2024-06-07,351.18,356.21,349.19,352.7,132357386
2024-06-10,363.5,369.2,365.37,367.28,58725947
2024-06-11,373.27,375.76,372.37,374.07,89430161
2024-06-12,374.19,374.62,369.74,372.18,94772139
2024-06-13,358.41,363.63,347.83,355.73,129143447
2024-06-14,372.11,375.21,366.16,370.69,57803390
2024-06-17,362.55,363.56,359.86,361.71,124130341
2024-06-18,352.01,354.8,347.77,351.29,64413762
2024-06-19,356.96,360.18,355.89,358.03,46999853
2024-06-20,373.78,377.75,370.33,374.04,107140822
2024-06-21,387.12,385.39,381.93,383.66,134396288
2024-06-24,385.89,389.1,386.63,387.86,225800763
2024-06-25,395.75,396.46,388.19,392.33,49630190
2024-06-26,397.97,402.62,394.71,398.67,106065551
2024-06-27,407.33,409.87,398.99,404.43,68072202
2024-06-28,403.71,407.04,406.56,406.8,109709166
2024-07-01,409.18,411.02,404.76,407.89,44535811
2024-07-02,406.14,413.3,402.22,407.76,48394275
2024-07-03,399.47,403.49,401.61,402.55,58799862
2024-07-04,401.31,402.17,399.5,400.84,82770776
2024-07-05,391.06,399.14,378.75,388.94,62057224
2024-07-08,386.79,390.38,386.75,388.57,104387629
2024-07-09,378.87,387.65,376.28,381.96,120934283
2024-07-10,374.5,376.97,372.4,374.68,101933481
2024-07-11,376.02,380.34,372.04,376.19,153239874
2024-07-12,387.06,394.63,377.22,385.92,94710047
2024-07-15,394.62,399.33,385.88,392.61,49290470
2024-07-16,381.7,389.58,374.07,381.82,138357379
2024-07-17,379.09,382.91,367.74,375.33,62955425
2024-07-18,382.45,383.59,380.38,381.98,115429140
2024-07-19,374.83,379.06,372.01,375.53,150503016
2024-07-22,371.06,376.48,372.16,374.32,96270760
2024-07-23,377.79,389.09,367.55,378.32,44080870
2024-07-24,371.35,372.04,372.02,372.03,55545615
2024-07-25,374.97,374.35,371.71,373.03,136126857
2024-07-26,365.28,368.01,360.74,364.37,74951434
2024-07-29,358.42,364.67,356.77,360.72,82790958
2024-07-30,363.42,363.42,362.75,363.09,108637777
2024-07-31,354.25,356.49,349.44,352.97,105955435
2024-08-01,358.99,357.03,355.07,356.05,89658621
2024-08-02,357.91,359.65,352.76,356.21,73775160
2024-08-05,361.51,361.62,358.45,360.03,70769071
2024-08-06,361.89,365.66,357.88,361.77,113029514
2024-08-07,371.72,373.55,368.34,370.95,100074734
2024-08-08,374.59,375.53,368.63,372.08,72353906
2024-08-09,366.84,370.44,368.56,369.5,123635085
2024-08-12,369.91,370.76,370.46,370.61,76163001
2024-08-13,372.97,380.39,368.67,374.53,57044095
2024-08-14,375.93,376.37,373.94,375.16,59198793
2024-08-15,378.23,375.94,375.53,375.73,54216923
2024-08-16,370.09,381.79,360.78,371.29,71917917
2024-08-19,362.41,371.56,362.74,367.15,131364927
2024-08-20,357.38,363.84,352.51,358.18,58116601
2024-08-21,371.57,373.72,365.76,369.74,86477109
2024-08-22,362.81,362.86,360.66,361.76,61670993
2024-08-23,358.36,364.33,350.75,357.54,72266872
2024-08-26,352.67,354.62,351.78,353.2,43836769
2024-08-27,356.69,360.68,357.66,359.17,73425710
2024-08-28,358.55,357.76,357.35,357.55,74218043
2024-08-29,364.22,370.7,361.03,365.87,99544484
2024-08-30,365.99,366.01,357.44,361.73,87689468
2024-09-02,364.95,366.29,361.37,363.83,49656663
2024-09-03,357.53,363.76,353.54,358.65,123738286
2024-09-04,371.56,373.61,371.97,372.79,87235438
2024-09-05,364.93,368.27,361.96,365.12,86820854
2024-09-06,366.97,367.7,367.19,367.45,79903247
2024-09-09,374.18,376.9,366.96,371.93,65195240
2024-09-10,375.38,376.85,373.15,375.0,87497513
2024-09-11,372.57,374.22,373.88,374.05,97001342
2024-09-12,377.29,373.71,373.24,373.47,39874266
2024-09-13,374.17,377.5,370.64,374.07,64649806
2024-09-16,374.93,382.44,364.32,373.38,72422038
2024-09-17,378.91,382.64,377.66,380.15,88850722
2024-09-18,396.36,396.49,394.68,395.58,129258444
2024-09-19,392.59,397.01,386.85,391.93,58897174
2024-09-20,378.68,384.61,380.55,382.58,65713520
2024-09-23,386.44,390.03,374.53,382.28,65331597
2024-09-24,403.13,403.02,397.66,400.34,58199595
2024-09-25,394.02,397.57,392.16,394.86,69798662
2024-09-26,404.41,412.06,401.6,406.83,109159523
2024-09-27,420.23,422.27,416.61,419.44,52612579
2024-09-30,415.79,416.43,414.77,415.6,95165282
2024-10-01,420.99,422.93,417.44,420.19,40598395
2024-10-02,433.29,443.15,422.53,432.84,64068590
2024-10-03,431.41,434.4,426.06,430.23,70294511
2024-10-04,432.35,434.91,423.09,429.0,156715696
2024-10-07,426.15,427.84,421.86,424.85,71849131
2024-10-08,415.06,422.56,412.3,417.43,33247914
2024-10-09,415.92,413.78,411.99,412.89,36050973
2024-10-10,407.7,404.15,404.09,404.12,81296362
2024-10-11,411.58,407.31,402.07,404.69,102513836
2024-10-14,396.98,402.29,396.52,399.41,93192922
2024-10-15,401.93,404.59,398.22,401.41,85756980
2024-10-16,386.1,390.83,390.14,390.49,127662910
2024-10-17,394.3,395.07,391.18,393.12,64628336
2024-10-18,398.15,405.62,393.06,399.34,114715329
2024-10-21,389.33,388.26,382.39,385.32,41749333
2024-10-22,386.6,391.54,384.92,388.23,55841108
2024-10-23,393.49,397.48,396.76,397.12,38926407
2024-10-24,387.8,394.71,382.87,388.79,71847895
2024-10-25,396.53,402.58,399.03,400.8,78726904
2024-10-28,405.79,407.91,400.39,404.15,83942331
2024-10-29,394.89,405.4,393.29,399.34,82207191
2024-10-30,399.32,402.27,396.25,399.26,55338457
2024-10-31,399.06,405.52,401.66,403.59,74320966
2024-11-01,403.77,406.56,402.37,404.47,44058168
2024-11-04,412.34,410.02,407.4,408.71,138349214
2024-11-05,403.05,404.28,400.26,402.27,71025503
2024-11-06,401.93,404.68,402.96,403.82,65952513
2024-11-07,393.8,395.19,392.54,393.86,151421232
2024-11-08,393.43,400.61,386.17,393.39,48793193
2024-11-11,388.29,391.79,382.82,387.3,51124027
2024-11-12,379.66,383.27,381.7,382.49,51728108
2024-11-13,392.55,395.28,387.32,391.3,78049316
2024-11-14,393.47,403.75,394.85,399.3,95310701
2024-11-15,402.63,405.74,402.26,404.0,107808836
2024-11-18,395.33,404.12,388.63,396.38,224368001
2024-11-19,395.79,395.37,393.51,394.44,32613178
2024-11-20,403.42,407.06,399.67,403.37,102307570
2024-11-21,401.65,407.57,401.87,404.72,64176507
2024-11-22,419.69,426.9,416.97,421.94,63429140
2024-11-25,425.72,428.87,421.66,425.26,62588439
2024-11-26,426.89,428.78,425.36,427.07,55755807
2024-11-27,423.71,431.49,418.59,425.04,157322741
2024-11-28,425.29,426.47,426.33,426.4,112326338
2024-11-29,427.17,429.72,421.42,425.57,80944831
2024-12-02,430.13,435.57,427.11,431.34,137674987
2024-12-03,438.9,446.31,431.9,439.11,43793169
2024-12-04,438.32,435.64,430.86,433.25,47096909
2024-12-05,419.96,427.92,418.5,423.21,33558908
2024-12-06,405.47,412.47,406.65,409.56,60625986
2024-12-09,415.39,417.45,409.82,413.64,85555804
2024-12-10,404.27,410.54,400.97,405.75,83565676
2024-12-11,389.68,394.11,386.6,390.35,85133976
2024-12-12,391.74,394.13,392.67,393.4,45607250
2024-12-13,410.79,413.82,408.91,411.36,110581337
2024-12-16,415.2,416.87,406.42,411.65,88264717
2024-12-17,420.0,422.23,414.15,418.19,107523685
2024-12-18,421.09,421.84,416.44,419.14,37614310
2024-12-19,415.53,423.02,414.44,418.73,90838734
2024-12-20,423.34,428.12,423.86,425.99,49868191
2024-12-23,417.61,430.37,417.85,424.11,68412813
2024-12-24,424.62,430.39,422.58,426.49,99308920
2024-12-25,431.52,435.01,423.58,429.3,83173341
2024-12-26,425.66,427.01,421.95,424.48,57046883
2024-12-27,431.88,435.32,429.48,432.4,80398756
2024-12-30,431.33,434.63,428.14,431.38,43461492
2024-12-31,424.28,428.54,423.18,425.86,127051993
2025-01-01,430.79,431.52,429.1,430.31,73875100
2025-01-02,425.45,426.16,421.23,423.7,125450269
2025-01-03,420.55,428.87,419.63,424.25,64966825
2025-01-06,425.21,433.52,415.52,424.52,65043680
2025-01-07,435.34,434.79,431.52,433.16,59075407
2025-01-08,436.23,444.6,429.82,437.21,113858792
2025-01-09,439.01,437.81,436.91,437.36,60383565
2025-01-10,450.9,445.41,442.88,444.15,103785639
2025-01-13,455.36,458.96,452.28,455.62,68820969
2025-01-14,461.53,462.06,459.05,460.56,36383090
2025-01-15,459.17,462.65,459.37,461.01,63838969
2025-01-16,450.93,454.05,446.93,450.49,50041174
2025-01-17,443.32,443.82,440.62,442.22,81292237
2025-01-20,440.6,441.64,438.64,440.14,49815508
2025-01-21,433.27,437.87,433.46,435.66,116149654
2025-01-22,435.03,441.75,427.34,434.55,77328230
2025-01-23,438.77,438.9,431.78,435.34,74697830
2025-01-24,440.9,442.75,436.93,439.84,104255675
2025-01-27,441.91,444.46,434.8,439.63,117925399
2025-01-28,443.26,445.0,442.66,443.83,79555106
2025-01-29,446.5,444.89,444.51,444.7,58909909
2025-01-30,429.89,429.87,428.62,429.24,39444775
2025-01-31,420.16,423.85,420.81,422.33,60950955
2025-02-03,422.3,428.09,415.06,421.57,62652560
2025-02-04,410.52,417.55,407.91,412.73,83706147
2025-02-05,416.09,423.43,411.6,417.52,69855630
2025-02-06,429.79,432.24,426.47,429.36,105600449
2025-02-07,439.82,445.42,432.82,439.12,62758632
2025-02-10,434.97,439.61,435.95,437.78,78388166
2025-02-11,452.44,455.18,444.58,449.88,128777282
2025-02-12,452.84,461.25,441.63,451.44,91947662
2025-02-13,447.36,454.03,444.1,449.07,78294270
2025-02-14,440.78,445.66,443.27,444.47,63036357
2025-02-17,442.06,447.4,437.41,442.4,62252387
2025-02-18,438.61,440.35,438.98,439.67,57068034
2025-02-19,441.64,441.48,441.25,441.37,64591750
2025-02-20,442.13,444.68,441.31,442.99,108500608
2025-02-21,438.57,450.86,435.89,443.37,73386069
2025-02-24,446.28,451.17,443.26,447.21,46739059
2025-02-25,456.4,464.72,449.59,457.16,162675457
2025-02-26,466.93,467.85,462.82,465.34,91147175
2025-02-27,451.56,460.12,446.42,453.27,45682353
2025-02-28,436.72,434.52,431.08,432.8,67205149
2025-03-03,435.88,450.41,430.43,440.42,83834447
2025-03-04,432.98,432.84,427.03,429.94,158590638
2025-03-05,428.02,432.64,424.45,428.54,51482629
2025-03-06,421.81,422.55,417.17,419.86,118499143
2025-03-07,406.75,407.12,406.03,406.58,140370311
2025-03-10,413.39,419.54,402.19,410.86,62366465
2025-03-11,415.94,419.08,414.53,416.81,71771251
2025-03-12,410.37,417.54,408.09,412.82,52982715
2025-03-13,396.91,400.2,387.59,393.89,73928986
2025-03-14,390.1,398.61,382.06,390.34,79032048
2025-03-17,393.87,393.42,393.38,393.4,104412504
2025-03-18,385.8,387.43,379.06,383.24,124034881
2025-03-19,382.67,390.39,379.24,384.81,59456860
2025-03-20,386.25,388.1,381.93,385.02,36509022
2025-03-21,388.1,391.38,387.3,389.34,79518645
2025-03-24,390.21,395.68,385.3,390.49,90188728
2025-03-25,384.11,390.95,376.97,383.96,88611045
2025-03-26,389.36,394.92,390.15,392.54,70373737
2025-03-27,390.08,395.45,388.01,391.73,84300709
2025-03-28,394.71,400.26,383.44,391.85,147034516
2025-03-31,387.43,387.79,383.37,385.58,93427254
